x,y,z,timestamp
-0.49,0.18,0.31,1742368557.5335374
-0.61,0.12,0.24,1742368558.0455635
-0.49,0.12,0.31,1742368558.5575874
-0.43,0.18,0.31,1742368559.1714377
-0.24,0.12,0.31,1742368559.58053
0.18,-0.06,0.43,1742368560.0937548
0.12,-0.06,0.43,1742368560.6057088
-0.37,0.18,0.12,1742368561.1199467
-0.92,0.43,0.18,1742368561.6291666
0.49,-0.18,0.31,1742368562.1404798
-0.12,-0.06,0.43,1742368562.5519238
-0.43,0.06,0.24,1742368563.064115
0.0,0.06,0.43,1742368563.576145
-0.98,0.73,0.31,1742368564.0877454
-2.56,0.18,-0.31,1742368564.5987358
-0.61,0.24,0.24,1742368565.111536
-1.1,0.12,0.06,1742368565.6229982
-0.61,0.18,0.24,1742368566.1343591
-0.92,0.24,0.18,1742368566.648954
-0.31,0.12,0.31,1742368567.1582122
-0.49,0.18,0.24,1742368573.3040755
-0.55,0.18,0.31,1742368573.3398545
-0.31,0.12,0.31,1742368573.4061253
-0.92,0.18,0.31,1742368573.4515593
-0.06,0.06,0.37,1742368573.5096
-1.28,0.31,0.18,1742368573.5473106
-0.31,0.24,0.31,1742368573.6104372
-0.61,0.24,0.31,1742368573.64751
0.0,0.49,0.49,1742368573.7126653
-0.92,0.55,0.31,1742368573.7535045
-0.37,-0.06,0.18,1742368573.8156135
0.37,0.0,0.37,1742368573.8549347
-0.06,0.12,0.31,1742368573.927762
-0.61,0.24,0.24,1742368574.224549
-0.37,0.24,0.24,1742368574.7362945
-0.67,0.18,0.37,1742368575.2488658
0.12,0.18,0.55,1742368575.7608128
-0.31,0.12,0.37,1742368577.2079859
-0.31,0.18,0.49,1742368577.251782
-0.43,0.43,0.31,1742368577.332105
-3.36,0.92,-0.18,1742368577.7074025
-0.67,0.06,0.06,1742368578.2205243
-1.16,0.55,-0.12,1742368578.7305126
-0.49,-0.24,0.12,1742368580.7780795
1.04,0.12,0.79,1742368581.2920158
0.18,0.06,0.49,1742368581.3301556
-0.12,0.18,0.43,1742368581.3947508
-0.31,0.31,0.43,1742368581.4323955
-0.55,0.18,0.31,1742368581.8017352
0.18,0.12,0.37,1742368582.3157296
2.81,-0.73,0.92,1742368582.8261728
-3.42,-0.24,-0.92,1742368583.3396966
-0.73,-0.06,0.61,1742368583.725594
-0.49,-0.06,0.31,1742368584.2614021
-1.22,0.06,0.12,1742368584.761405
-0.49,0.37,0.43,1742368585.274571
-1.1,0.24,0.12,1742368585.7495577
-0.37,0.12,0.18,1742368586.2968228
-1.04,0.43,0.18,1742368586.7721725
-0.79,-0.92,0.06,1742368587.2852576
-0.55,0.12,0.31,1742368587.7957957
-0.18,0.12,0.37,1742368588.308311
-0.43,0.18,0.31,1742368588.8206356
-0.79,0.12,0.12,1742368589.3337631
-0.43,-0.55,0.31,1742368589.8443105
-0.73,0.0,0.18,1742368590.3937178
-0.06,0.43,0.43,1742368590.8686411
0.79,0.12,0.61,1742368591.3812556
-0.55,0.18,0.31,1742368591.893764
-0.67,0.31,0.24,1742368592.301375
0.43,0.06,0.55,1742368592.812639
-0.18,0.12,0.37,1742368593.3296022
-0.24,0.12,0.24,1742368593.874133
-0.61,-0.12,0.0,1742368594.3494022
0.79,0.18,0.67,1742368594.862584
-0.67,0.0,0.24,1742368595.3730614
0.98,-0.31,0.43,1742368595.888641
1.71,-0.43,0.67,1742368596.3991501
1.59,-0.12,0.73,1742368599.108494
2.44,-0.43,0.98,1742368599.1456301
-0.12,0.12,0.49,1742368599.2128098
-0.67,0.73,0.55,1742368599.2490988
-0.06,0.43,0.49,1742368599.3147745
-1.4,0.67,0.31,1742368599.4151747
-0.12,0.43,0.49,1742368599.928334
-0.61,0.06,0.24,1742368600.4382403
-0.12,0.31,0.55,1742368600.9518478
-0.73,0.18,0.18,1742368601.4629452
-0.37,0.12,0.31,1742368601.9763339
-0.85,0.18,0.18,1742368602.4871135
-0.12,0.12,0.43,1742368603.0004733
0.67,-0.18,0.43,1742368603.510725
-0.06,-0.18,0.18,1742368604.024253
-0.37,0.31,0.43,1742368604.5345268
0.92,0.06,0.37,1742368605.048168
-0.18,0.0,0.31,1742368605.5613356
-1.1,0.31,0.24,1742368606.0707781
-0.24,0.12,0.43,1742368606.482028
-0.55,-0.06,0.12,1742368606.9940746
-0.49,0.24,0.31,1742368607.5046442
-0.43,0.18,0.37,1742368608.017447
-0.61,0.24,0.31,1742368608.5296583
-0.31,0.24,0.31,1742368609.497577
-0.49,-0.31,0.24,1742368609.5563185
-0.43,0.12,0.24,1742368610.0645773
-0.49,0.24,0.31,1742368610.5768135
-0.55,0.49,0.31,1742368611.0897
-0.67,0.18,0.31,1742368611.6003065
-0.37,0.18,0.31,1742368612.1125982
-0.12,-0.06,0.31,1742368612.6262598
-0.49,0.12,0.37,1742368613.1362567
-0.49,0.43,0.37,1742368613.547071
0.31,0.06,0.31,1742368614.0600202
1.22,-0.31,0.67,1742368615.084117
1.1,0.49,1.04,1742368615.3892143
-0.37,1.1,-0.12,1742368615.6969132
-0.31,0.18,0.24,1742368616.6179106
-0.43,0.18,0.31,1742368616.6563966
-0.24,0.18,0.37,1742368617.1301672
-0.67,0.18,0.24,1742368617.643083
-0.31,0.18,0.31,1742368618.1552725
0.0,0.06,0.37,1742368618.6669867
0.18,-0.24,0.31,1742368619.1792622
-0.43,-0.06,0.31,1742368619.6911628
1.65,-0.37,0.61,1742368620.2031639
-0.61,0.24,0.24,1742368620.7197976
-0.31,0.12,0.37,1742368621.226054
-0.37,0.12,0.31,1742368621.6359189
-0.49,0.24,0.24,1742368622.1489606
-0.43,0.24,0.31,1742368622.6606643
0.61,-0.06,0.31,1742368623.1729407
-0.31,0.0,0.24,1742368623.6835353
-0.55,0.18,0.31,1742368624.1959705
-0.49,0.24,0.31,1742368624.7103016
-0.43,0.18,0.31,1742368625.220036
-0.55,0.12,0.24,1742368625.7362018
-0.37,0.18,0.37,1742368626.2435074
-0.37,0.18,0.31,1742368626.7558613
-0.49,0.24,0.31,1742368627.2694507
-0.49,0.18,0.31,1742368627.7808197
-1.04,0.12,0.31,1742368628.291577
-0.55,0.31,0.37,1742368628.7029505
-0.06,0.18,0.43,1742368629.2140927
-0.49,0.24,0.24,1742368630.2385972
-0.55,0.24,0.24,1742368630.7520943
-0.49,0.18,0.31,1742368630.7903676
-0.37,0.18,0.31,1742368631.2675295
-0.55,0.18,0.31,1742368631.7746353
-0.43,0.18,0.31,1742368633.821238
-0.37,0.18,0.31,1742368633.8587193
-1.22,0.43,0.12,1742368635.0512133
-0.49,0.24,0.31,1742368635.087801
-0.43,0.12,0.31,1742368635.1946373
-0.24,-0.55,0.55,1742368635.291351
38.88,-5.68,17.94,1742368635.3594623
-6.53,20.2,-26.92,1742368635.7667217
-0.18,0.37,1.04,1742368636.2788503
-2.38,-0.31,0.0,1742368636.792623
-15.62,-0.49,0.37,1742368637.303078
-0.43,0.12,0.37,1742368637.817124
-2.08,0.06,-0.43,1742368638.327273
-2.93,-1.46,0.43,1742368638.839083
-0.61,0.06,0.31,1742368639.352473
-0.61,0.18,0.31,1742368639.8643572
-0.67,0.18,0.31,1742368640.37637
-0.73,0.31,0.31,1742368640.8870902
-0.49,0.06,0.31,1742368641.3990211
-0.31,0.12,0.37,1742368641.9124215
-0.73,0.06,0.18,1742368642.4245806
-0.61,0.12,0.31,1742368642.9351168
-0.43,0.18,0.37,1742368643.3448908
-0.49,0.12,0.24,1742368643.8566926
-0.55,0.12,0.31,1742368644.3699014
-0.49,0.18,0.37,1742368644.8807092
-0.49,0.18,0.31,1742368645.3938289
-0.49,0.12,0.31,1742368645.9046264
-0.43,0.18,0.31,1742368646.4194808
-0.49,0.12,0.24,1742368646.929825
-0.49,0.12,0.31,1742368647.4402988
-0.43,0.18,0.31,1742368647.952478
-0.49,0.12,0.31,1742368648.4658248
-0.55,0.18,0.31,1742368648.9778311
-0.24,0.31,0.37,1742368649.4884071
-0.31,0.24,0.31,1742368650.004146
-0.24,0.18,0.37,1742368650.4114358
-0.73,0.24,0.24,1742368650.923481
-0.43,0.12,0.31,1742368653.7925456
-0.49,0.18,0.31,1742368654.098618
-0.49,0.18,0.31,1742368654.199678
-0.49,0.18,0.37,1742368654.3021445
-0.61,0.18,0.31,1742368654.3372862
-0.55,0.18,0.31,1742368654.4063902
0.18,0.24,0.43,1742368654.5070295
-2.08,1.46,-0.18,1742368655.021183
-0.43,0.0,0.37,1742368655.532861
-0.49,0.37,0.37,1742368656.0433884
-0.43,-0.12,0.18,1742368656.5567276
-0.98,0.49,0.43,1742368657.0676098
-0.98,0.0,0.67,1742368657.476388
-0.43,-0.06,0.43,1742368657.9893517
-0.06,1.46,-0.24,1742368658.501162
-0.49,0.31,0.31,1742368659.014587
-1.53,-0.79,0.0,1742368659.5241296
0.18,0.49,0.37,1742368660.0369534
-0.67,0.24,0.31,1742368660.5476658
0.06,0.18,0.49,1742368661.0611699
-0.31,-0.06,0.31,1742368661.5722075
0.12,-0.18,0.49,1742368662.085205
-3.42,1.34,-0.12,1742368662.5960355
-71.78,24.41,-31.19,1742368663.1078255
-33.33,24.35,-24.54,1742368663.6215281
2.01,6.16,-3.11,1742368664.8489053
-7.57,-12.02,3.48,1742368664.9533732
-1.34,-0.06,-0.12,1742368665.1575222
-1.1,0.73,0.55,1742368665.567386
-0.79,0.0,0.24,1742368666.0773885
-0.12,0.18,0.49,1742368666.589052
2.56,2.38,-0.18,1742368667.1050994
1.4,0.98,-0.31,1742368667.6150806
-0.06,-3.11,1.04,1742368668.1268368
44.13,67.99,19.04,1742368668.637502
0.37,1.46,0.49,1742368669.1564963
-0.43,1.59,-0.24,1742368669.6618721
-0.12,0.12,0.43,1742368670.175359
-0.61,0.18,0.24,1742368670.685343
-0.55,0.18,0.37,1742368671.1987982
-10.25,-3.85,7.93,1742368671.7106051
-0.73,-3.85,7.08,1742368672.2216854
-0.31,0.18,0.37,1742368672.633334
-0.49,0.24,0.24,1742368673.1429696
-0.55,0.12,0.18,1742368673.6552546
3.05,0.73,1.77,1742368674.1682372
-0.61,1.4,-0.24,1742368674.6788914
0.06,1.53,0.24,1742368675.1917703
233.95,114.69,-23.19,1742368675.7029898
-0.06,0.0,0.49,1742368676.215501
-1.65,-0.12,0.49,1742368676.7271168
-3.23,-0.85,0.18,1742368677.2390077
-0.43,0.55,0.18,1742368677.7525191
-0.31,0.06,0.18,1742368678.263519
-0.37,-0.31,0.43,1742368678.7751865
0.55,0.92,0.55,1742368679.2870195
-0.98,1.16,0.43,1742368679.6979382
-0.55,0.49,0.37,1742368680.2101815
-0.18,0.06,0.37,1742368680.72077
-0.24,1.16,0.31,1742368681.2328694
-0.12,-0.18,0.55,1742368681.7449136
0.55,0.85,0.55,1742368682.2569926
-0.61,0.37,0.24,1742368682.7687392
0.12,0.12,0.49,1742368683.280327
-0.12,0.49,0.31,1742368683.792805
-0.73,0.37,0.31,1742368684.3045714
-0.67,-0.12,0.43,1742368684.8210623
0.24,1.4,0.0,1742368685.3284469
-0.67,0.37,0.37,1742368685.8413272
-0.73,0.12,0.31,1742368686.3545015
-0.31,0.55,0.37,1742368686.8661802
-0.24,0.61,0.37,1742368687.2744348
-0.37,0.12,0.31,1742368687.7916636
-0.37,0.18,0.31,1742368688.2984674
-0.79,0.31,0.18,1742368688.8103495
-0.43,0.24,0.37,1742368689.3225522
-0.31,0.12,0.37,1742368689.835607
-0.98,0.49,-0.06,1742368690.3463254
-0.49,0.31,0.31,1742368690.8597267
-0.18,0.24,0.37,1742368691.3718145
-0.98,0.55,0.12,1742368691.8831089
-0.49,0.12,0.24,1742368692.3962555
-0.12,0.12,0.37,1742368692.9079056
-0.24,0.18,0.37,1742368693.4187028
-0.49,0.12,0.31,1742368693.9307468
-0.49,0.12,0.31,1742368696.1898055
-0.55,0.31,0.31,1742368696.2868478
-0.79,0.24,0.18,1742368696.3268604
-0.61,0.06,0.24,1742368696.4920163
-0.24,0.12,0.37,1742368696.5955358
3.3,-1.22,1.4,1742368696.901326
-5.92,1.83,-0.92,1742368697.4120936
-5.74,-0.37,3.6,1742368697.9276278
0.0,-0.61,0.55,1742368698.4428885
-0.55,0.49,0.12,1742368698.9482064
0.37,-0.24,0.55,1742368699.4637852
-0.55,-0.06,0.31,1742368699.9723167
-0.67,0.37,0.18,1742368700.483485
-0.73,0.37,0.18,1742368700.9960604
-0.24,0.12,0.37,1742368701.4068103
-0.79,0.0,0.24,1742368701.917382
-0.73,0.12,0.37,1742368702.4311419
-0.06,0.18,0.49,1742368702.9420211
-0.67,0.24,0.37,1742368703.4527588
-0.18,-0.06,0.43,1742368703.9664397
-0.31,0.18,0.37,1742368704.4771256
-0.43,0.06,0.37,1742368704.9910445
-0.92,0.31,0.18,1742368705.5040553
-0.24,0.31,0.43,1742368706.0148365
-0.18,0.43,0.37,1742368706.525309
-0.18,0.06,0.31,1742368707.0391424
-0.37,0.0,0.37,1742368707.5496225
-0.31,0.37,0.37,1742368708.0617306
-0.49,0.18,0.24,1742368708.5742931
-0.43,0.06,0.37,1742368709.0867307
-0.67,0.55,0.06,1742368709.494879
-0.61,0.31,0.24,1742368710.0082645
-0.55,0.06,0.37,1742368710.5186832
-0.49,0.37,0.37,1742368712.7719193
-0.67,0.18,0.24,1742368713.081302
-0.98,-0.18,0.31,1742368713.2842913
0.12,-0.24,0.55,1742368713.319218
0.24,-0.37,0.43,1742368713.3885033
-0.73,0.31,0.24,1742368713.5910704
-0.24,0.12,0.37,1742368714.1034067
-0.49,0.18,0.43,1742368714.615708
-0.31,0.24,0.31,1742368715.12696
-0.18,0.06,0.43,1742368715.6395838
-0.55,0.24,0.24,1742368716.1525028
-0.49,0.43,0.31,1742368716.5605092
-0.49,0.24,0.37,1742368717.0739043
-0.12,0.12,0.37,1742368717.5841928
-0.61,0.18,0.31,1742368718.0966837
-0.18,0.18,0.43,1742368718.6104865
-0.31,0.31,0.37,1742368719.1294813
-0.43,0.18,0.37,1742368719.632342
-0.31,0.24,0.37,1742368720.1446211
-0.12,0.18,0.37,1742368720.6580307
-0.67,0.43,0.24,1742368721.1704032
-2.01,0.85,0.06,1742368721.6810982
0.06,-0.06,0.43,1742368722.1928973
-1.04,0.67,0.06,1742368722.7052937
-0.43,-0.12,0.37,1742368723.2175763
0.18,0.06,0.43,1742368724.9595866
-0.31,0.37,0.37,1742368725.0625002
-1.46,0.06,-0.06,1742368726.289667
-0.12,1.22,0.0,1742368726.391799
-0.67,0.37,0.24,1742368726.4313881
-0.98,0.61,0.18,1742368726.5984788
-0.37,0.06,0.37,1742368726.698543
-0.24,0.43,0.37,1742368727.2117882
-0.61,0.55,0.18,1742368727.7256045
-0.49,0.12,0.31,1742368728.2356317
-0.06,1.04,0.31,1742368728.7471366
-0.37,0.37,0.31,1742368729.258233
-0.37,-0.61,0.55,1742368729.771259
-0.55,0.18,0.31,1742368730.2853253
-0.73,0.55,0.24,1742368730.6935613
-0.37,0.31,0.31,1742368731.2050543
-0.31,0.43,0.24,1742368731.716899
-0.24,-0.24,0.37,1742368732.2293873
-0.31,0.12,0.37,1742368732.7401052
-0.49,-1.34,0.55,1742368733.254269
4.7,-3.17,2.14,1742368735.2002356
-0.06,0.67,0.43,1742368735.3008497
0.06,0.24,0.31,1742368735.337017
-0.24,0.06,0.37,1742368735.5061142
-0.73,0.12,0.31,1742368735.8127267
-0.61,0.67,0.18,1742368736.3248606
1.22,-1.28,0.85,1742368736.8374434
-0.49,-0.06,0.31,1742368737.349354
-0.24,0.12,0.31,1742368737.8604455
-0.73,0.43,0.12,1742368738.2719219
-0.43,0.06,0.31,1742368738.7818556
-0.49,0.49,0.24,1742368739.2943122
-0.98,0.18,0.24,1742368739.8069305
-0.55,0.0,0.24,1742368740.3190625
-0.37,0.12,0.43,1742368740.8293202
-0.92,0.12,0.12,1742368741.3419974
-1.65,0.18,0.18,1742368742.2661154
0.0,0.12,0.49,1742368742.5714068
-0.61,0.24,0.24,1742368742.877857
-0.49,0.18,0.31,1742368743.3892355
-0.31,0.31,0.31,1742368743.9028597
-0.43,0.12,0.31,1742368744.415119
-1.1,0.49,0.12,1742368744.9254024
-0.92,0.12,0.18,1742368745.3352308
-0.31,0.43,0.31,1742368745.8470173
-1.22,0.37,0.24,1742368746.3613167
-0.98,0.24,0.18,1742368746.8717623
-0.18,0.31,0.37,1742368747.3842585
-0.55,-1.22,0.37,1742368747.8953633
-5.74,-4.58,8.54,1742368748.4072983
1.77,-1.46,1.16,1742368748.9192924
-0.67,0.31,0.37,1742368749.4322884
-0.98,-0.18,0.92,1742368749.9432256
0.43,0.18,0.61,1742368750.4581263
-0.85,0.12,0.31,1742368750.9672635
-0.06,0.49,0.43,1742368751.4854047
0.31,1.04,0.49,1742368751.992422
0.37,-0.31,0.43,1742368752.503715
-0.24,0.12,0.43,1742368753.0154574
-0.31,0.12,0.43,1742368753.4250665
-0.06,0.18,0.31,1742368753.936553
0.06,0.73,0.0,1742368754.4508672
-0.18,-0.06,0.55,1742368754.9612281
-0.06,0.06,0.37,1742368755.4730022
0.0,0.31,0.43,1742368755.985746
-0.73,0.43,0.12,1742368756.4980595
-0.37,0.37,0.24,1742368757.011918
-0.37,-0.37,0.55,1742368757.9307694
-0.49,0.24,0.24,1742368758.2387443
-0.06,0.18,0.37,1742368758.5446343
-0.61,0.12,0.31,1742368759.7756188
0.0,0.12,0.37,1742368759.8119957
0.49,0.0,0.43,1742368760.082515
-0.24,0.31,0.24,1742368760.493034
-0.67,0.43,0.24,1742368761.002663
-0.98,0.12,0.12,1742368761.5163321
-0.06,0.24,0.31,1742368762.0279315
-0.55,-0.12,0.43,1742368762.5384164
-1.1,0.0,0.43,1742368763.05247
-0.55,0.37,0.37,1742368763.5644717
-0.73,0.31,0.24,1742368764.0744133
-0.49,0.31,0.31,1742368766.3289826
-0.55,0.24,0.24,1742368766.839539
-0.79,0.12,0.18,1742368766.9431803
-0.06,0.24,0.37,1742368766.979683
-0.49,0.67,0.24,1742368767.0787635
-0.67,0.24,0.18,1742368767.1477184
-0.31,0.37,0.31,1742368767.6588805
-0.31,0.24,0.37,1742368768.0680997
-0.92,0.24,0.24,1742368768.5806313
-1.28,0.79,-0.06,1742368770.8337
-0.24,0.31,0.31,1742368770.8739738
-0.73,0.12,0.24,1742368771.039747
-0.37,0.18,0.31,1742368771.075562
-0.18,0.12,0.43,1742368771.1359682
-1.71,0.31,0.0,1742368771.6409793
-0.55,0.18,0.31,1742368772.1538742
-0.12,0.31,0.43,1742368772.6271036
-0.43,0.18,0.31,1742368773.5497441
-0.55,0.24,0.31,1742368773.8569577
0.12,0.06,0.49,1742368774.166203
-0.31,0.31,0.24,1742368774.6788974
-0.43,0.18,0.37,1742368775.0862312
-0.43,0.24,0.24,1742368775.5966308
-0.18,0.24,0.37,1742368776.110443
-0.49,0.18,0.31,1742368776.624563
-0.55,0.37,0.18,1742368777.1392808
0.61,0.18,0.67,1742368777.6474526
-0.55,0.06,0.49,1742368778.1586268
-0.49,0.24,0.24,1742368778.6695209
0.0,-0.18,0.67,1742368779.182828
-0.61,0.0,0.24,1742368779.731557
-0.79,0.43,0.31,1742368780.207235
-0.49,0.18,0.31,1742368780.766133
-0.85,0.31,0.24,1742368781.2771044
-0.24,0.18,0.37,1742368781.7890618
-0.92,0.18,0.18,1742368782.199208
-0.31,0.61,0.55,1742368782.712642
0.24,0.24,0.12,1742368783.2246652
0.0,0.43,0.31,1742368783.7362828
-0.61,0.24,0.31,1742368784.2490938
-0.55,0.06,0.31,1742368784.7595718
-0.55,0.18,0.24,1742368785.2717824
-0.37,0.24,0.24,1742368785.7385774
0.73,1.89,-0.06,1742368786.2480297
-0.43,0.85,0.43,1742368786.7619877
-0.43,0.12,0.43,1742368787.2706182
-0.67,0.24,0.24,1742368787.7852197
-0.37,0.18,0.37,1742368788.295615
-0.43,0.18,0.31,1742368789.2548137
-0.49,-0.12,0.43,1742368789.5242937
-0.43,0.18,0.31,1742368789.8305964
0.0,1.22,-0.06,1742368790.2433379
-0.37,0.92,-0.18,1742368790.7545562
-0.31,0.18,0.31,1742368791.2655063
-0.43,0.37,0.24,1742368791.7792246
-0.31,0.24,0.37,1742368792.288071
-0.06,0.18,0.43,1742368792.8028033
-0.55,0.73,0.0,1742368793.3525167
-0.92,0.18,0.24,1742368793.827497
-0.61,0.24,0.37,1742368794.335947
-0.37,0.43,0.24,1742368794.8528082
-0.49,0.24,0.24,1742368795.4064403
-0.43,0.18,0.31,1742368795.9212236
-0.37,-0.06,0.55,1742368796.4353635
-0.55,0.18,0.24,1742368796.9447062
-0.37,0.12,0.37,1742368797.3546553
-0.43,0.37,0.37,1742368797.8667014
-0.85,0.06,0.31,1742368798.3801513
-0.61,0.37,0.24,1742368799.3196907
-0.18,0.18,0.43,1742368799.403901
-0.85,0.06,0.18,1742368799.9161162
-0.37,0.18,0.31,1742368800.428925
0.18,-0.18,0.73,1742368800.9382205
0.18,0.0,0.37,1742368801.4536188
-0.61,0.18,0.18,1742368801.9622254
-0.67,0.18,0.24,1742368802.4759948
-0.61,0.24,0.18,1742368802.9864402
-0.67,0.06,0.24,1742368803.4984598
-0.79,0.18,0.18,1742368804.0111206
-0.37,0.18,0.31,1742368804.933646
-0.73,0.0,0.31,1742368805.239271
-0.67,-0.18,-0.24,1742368805.5478952
0.73,0.24,0.31,1742368805.9561965
1.04,-0.24,0.61,1742368806.4700418
-1.59,-1.16,0.92,1742368808.6183727
-0.73,0.18,0.43,1742368808.655812
-1.4,0.37,-0.37,1742368808.7217238
-0.55,0.43,0.31,1742368808.823039
-0.18,-0.31,0.55,1742368811.2857795
-0.79,0.24,0.12,1742368811.690982
-0.61,-0.06,0.43,1742368811.7265105
-0.43,0.12,0.37,1742368811.7942185
-0.12,0.06,0.31,1742368811.8319457
0.12,0.61,0.24,1742368811.896551
-0.24,0.24,0.49,1742368811.9973662
-1.16,0.49,0.0,1742368812.5094535
0.73,0.49,0.43,1742368813.0214677
-0.73,-0.24,0.43,1742368813.5334268
0.55,-0.49,0.79,1742368814.0464392
-0.49,-0.49,0.43,1742368814.557785
-10.74,1.71,-1.46,1742368815.0711925
-0.73,0.98,-0.24,1742368815.5819676
0.0,0.12,0.49,1742368816.093835
0.67,-0.37,0.92,1742368816.6058354
-0.37,0.37,0.43,1742368817.1192336
1.53,-0.92,1.04,1742368817.6296375
1.22,-0.67,0.98,1742368818.1417828
1.16,-0.37,0.79,1742368818.5523868
-0.79,0.43,0.0,1742368819.0646603
-0.49,1.22,0.0,1742368819.5789502
-2.87,-0.79,0.61,1742368820.5994918
-0.61,-0.79,0.37,1742368820.6390226
-1.46,0.0,0.37,1742368821.112562
-0.24,0.31,0.31,1742368821.6243439
-0.49,0.06,0.31,1742368822.1354413
-0.67,0.31,0.18,1742368822.647358
-0.55,0.24,0.24,1742368823.1591463
-1.4,0.67,0.12,1742368823.6718998
-0.79,0.18,0.31,1742368824.183323
-0.73,0.24,0.37,1742368824.6960034
-1.1,0.49,0.18,1742368825.2093918
1.59,-0.12,0.73,1742368825.7192972
-0.31,0.18,0.37,1742368826.1292734
-0.55,0.37,0.18,1742368826.6411705
-0.37,0.24,0.24,1742368827.1529846
-0.24,-0.67,0.43,1742368827.6665154
-0.31,0.0,0.43,1742368828.178087
-0.12,0.31,0.43,1742368828.6891356
-0.37,0.49,0.24,1742368829.2006075
-0.55,0.18,0.31,1742368829.7127855
-0.18,0.24,0.43,1742368830.2262971
-0.37,0.24,0.37,1742368830.7371333
-0.55,0.12,0.31,1742368831.249241
-0.37,0.24,0.43,1742368831.7616987
0.55,-0.31,0.49,1742368832.2732172
-0.18,0.31,0.49,1742368832.7848709
-0.67,0.18,0.31,1742368833.297472
-0.37,0.24,0.31,1742368833.8105724
-0.49,0.18,0.37,1742368834.2206762
-0.37,0.18,0.37,1742368834.730482
-0.37,0.18,0.31,1742368835.2449546
-0.85,0.24,0.24,1742368835.7546124
-0.31,0.12,0.31,1742368836.266736
-0.55,0.18,0.37,1742368836.7791703
-0.31,0.18,0.37,1742368837.2917957
-0.92,0.31,0.06,1742368837.8024602
-0.79,0.49,0.24,1742368838.3148756
-0.67,0.31,0.24,1742368838.8290112
-0.61,0.31,0.43,1742368839.3397584
-0.37,0.37,0.31,1742368839.850549
-0.49,0.18,0.31,1742368840.3651557
-0.18,0.31,0.43,1742368840.8747053
-0.24,0.24,0.43,1742368841.2866488
-0.49,0.31,0.24,1742368841.7966425
-0.18,0.24,0.43,1742368842.3083572
-0.98,0.18,0.37,1742368844.254307
0.0,0.24,0.31,1742368844.562187
-0.61,0.24,0.24,1742368844.597556
0.85,-0.73,0.92,1742368844.66359
-0.85,0.79,0.18,1742368844.8680868
-0.61,0.31,0.31,1742368845.380567
-0.67,-0.49,0.55,1742368845.8919625
-1.28,0.31,0.24,1742368846.4048035
-0.55,0.18,0.31,1742368846.9175644
-0.31,0.31,0.37,1742368847.4277442
-0.61,0.31,0.12,1742368847.9403787
-0.24,-0.18,0.43,1742368848.3519266
-0.24,0.12,0.43,1742368848.8635938
-0.79,0.18,0.24,1742368850.090938
-0.43,0.12,0.31,1742368850.1278713
-0.49,0.18,0.31,1742368850.3995252
-0.31,0.12,0.31,1742368850.9106383
-0.67,0.24,0.31,1742368853.778017
-0.12,0.12,0.49,1742368854.1211376
-0.73,0.31,0.12,1742368854.1873171
-0.67,0.0,0.37,1742368854.2891433
-0.55,0.18,0.43,1742368854.3260195
0.06,0.12,0.43,1742368854.3927443
-0.43,0.24,0.12,1742368854.4952745
-0.85,0.18,0.24,1742368855.0056572
0.18,0.67,0.43,1742368855.415559
-0.24,-0.18,0.49,1742368855.9288766
-1.1,0.24,0.06,1742368856.4395835
-0.12,-1.1,1.1,1742368856.9510849
-0.55,0.06,0.31,1742368857.4639049
-1.22,0.37,0.12,1742368857.975524
-0.12,1.53,-0.43,1742368858.4880438
0.43,0.61,0.06,1742368858.9993646
-1.34,-0.18,0.31,1742368859.5121937
-0.55,2.32,-0.43,1742368860.0257401
-0.79,0.55,0.12,1742368860.536768
-0.98,0.06,0.43,1742368861.0501497
-0.24,-0.31,0.49,1742368861.5614758
-0.43,0.24,0.24,1742368863.813445
-0.43,0.18,0.43,1742368864.2227392
-0.12,0.18,0.43,1742368864.2610002
-0.55,0.24,0.31,1742368864.3260882
-0.61,0.18,0.31,1742368864.36752
-0.24,0.24,0.43,1742368864.5300384
-0.31,0.31,0.31,1742368867.298482
-0.43,0.24,0.37,1742368867.3368247
-0.12,0.24,0.43,1742368867.3969018
-0.67,0.18,0.24,1742368867.4332802
-0.31,0.18,0.37,1742368867.5339162
-0.37,0.31,0.37,1742368867.6028204
-0.37,0.18,0.24,1742368868.1141434
-0.98,0.24,0.24,1742368868.6249964
-0.18,0.18,0.43,1742368869.1383154
-0.67,0.24,0.12,1742368870.0596707
-0.24,0.24,0.43,1742368870.36555
-0.37,0.24,0.31,1742368870.6732364
-1.95,1.16,-0.43,1742368871.596101
-0.31,0.18,0.37,1742368871.6983116
-0.55,0.37,0.31,1742368872.1067958
-0.49,0.12,0.18,1742368872.620997
-0.92,-0.12,0.37,1742368873.1320539
-0.49,0.12,0.31,1742368873.6422114
-0.31,0.31,0.24,1742368874.1552408
-0.06,-0.12,0.49,1742368874.66639
-0.61,0.0,0.37,1742368875.1807392
-0.55,0.18,0.24,1742368875.690345
-0.61,0.18,0.31,1742368876.221526
-0.43,-0.06,0.37,1742368876.6138906
-0.49,0.18,0.31,1742368877.1256382
-0.61,0.24,0.31,1742368877.6367254
-0.67,0.12,0.24,1742368878.1483014
-0.43,0.31,0.31,1742368878.6607132
-0.55,0.12,0.31,1742368879.1721706
-0.67,0.31,0.43,1742368879.683861
-0.43,0.18,0.31,1742368880.1969256
